No.;Time;Comment;Scramble;Date;P.1
202;1.98;;F' R D B2 D' R2 F2 L2 F2 D B2 D U2 L' B U2 F2 R' B' D2;2022-11-04 14:51:12;1.98
203;2.08;;F' L2 D' B2 D F2 U2 R2 D' F2 D B2 U R U' B L2 D R2 D F2;2022-11-04 14:51:15;2.08
204;2.08;;U' L2 B2 L2 D R2 B2 U F2 D L2 B2 L' F' R' D' U B U B' F2;2022-11-04 14:51:19;2.08
205;2.12;;R B2 D2 R2 B U2 F' D2 L2 F2 L2 B R D L2 R D U' B R';2022-11-04 14:51:22;2.12
206;1.95;;L2 R2 F2 L2 U L2 D' F2 D L2 U R2 F' D2 L U R2 F U R' U2;2022-11-04 14:51:25;1.95
207;2.12;;L U F' R2 D2 F' U2 R2 F' L2 R2 U2 F' L D B2 F L2 R' B2;2022-11-04 14:51:28;2.12
208;2.12;;F2 U' F' D2 F' L F' B2 D R2 U' L2 F2 D F2 U L2 U;2022-11-04 14:51:31;2.12
209;2.34;;F L' B2 R U2 B2 D2 B2 L' U2 R U2 L2 B' L' F R F2 D' R2;2022-11-04 14:51:34;2.34
210;2.33;;L2 U2 L2 U F2 R2 U2 R2 D' F2 D2 L2 F' D' L F D F U B2;2022-11-04 14:51:37;2.33
211;1.96;;U' B2 U' L2 B2 F2 U2 L2 B2 U L2 U B L' F' L' F' R' F' L' F2;2022-11-04 14:51:43;1.96
212;1.95;;B' F2 D F2 R2 D2 R2 D2 B2 D L2 F2 L2 B' R2 U' L B' L R' D;2022-11-04 14:51:49;1.95
213;2.30;;U2 B2 R F2 L U2 L U2 B2 D2 B' U B L U2 B' L2 D2 L;2022-11-04 14:51:55;2.30
214;2.69;;D' U' B2 U' L2 B2 R2 B2 D' B2 L2 R B L2 R2 F' U2 L2 D' B2 F;2022-11-04 14:51:58;2.69
215;2.05;;U L2 D2 R U2 L' D2 L D2 R2 U2 L2 D' B R' U2 F R' B';2022-11-04 14:52:01;2.05
216;2.72;;L U' B2 R2 D U B2 U' F2 L2 B2 F R' U B2 D R D';2022-11-04 14:52:14;2.72
217;3.14;;U' F' L2 B2 D' U2 F2 U B2 R2 D' F2 U F' L B D' B2 D' B' R';2022-11-04 14:52:17;3.14
218;2.21;;F R2 B' U' B2 D' L F' U L' F2 R F2 B2 D2 L' B2 R F2 B2 R2;2022-11-04 14:52:22;2.21
219;1.89;;U' B' D2 L' U F' D' B2 R2 U2 D2 F2 R D2 R' U2 L' F2 L' F U2;2022-11-04 14:52:25;1.89
220;1.99;;U R U B U2 D' B U2 R U2 F2 L2 D2 B2 U2 R D2 B2 R2 U;2022-11-04 14:52:28;1.99
221;2.01;;U2 R2 B2 U2 B2 F2 R2 D' F2 U' F2 U2 R B' U F U R2 B2 R;2022-11-04 14:52:30;2.01
222;2.02;;U' F' D' R B2 U' F' B2 D2 F2 L2 U2 R2 F2 L' F2 R' F' R;2022-11-04 14:52:33;2.02
223;2.08;;B D F2 R2 U R2 D2 B2 U' F R U2 B' D U2 B2 L R2;2022-11-04 14:52:36;2.08
224;2.34;;F2 L' D2 L' B2 U2 L' D2 R D2 U2 F U' L2 B L D L D' R;2022-11-04 14:52:43;2.34
225;2.04;;L F2 U' R2 U' F2 L2 D2 R2 U' R2 U F2 R' F D' U2 R' B;2022-11-04 14:52:46;2.04
226;1.96;;D' B D2 F' R2 F2 R2 U2 F R2 F L2 F L D2 R2 B2 D B2 U;2022-11-04 14:52:49;1.96
227;2.05;;R' D2 L2 D B2 D L2 U F2 L2 B2 R B' F U' L R' B' D2 R';2022-11-04 14:52:52;2.05
228;2.47;;L2 B2 F R2 F2 U2 R2 D2 B R2 D' U' F L' D2 R' B' U F L';2022-11-04 14:52:55;2.47
229;2.20;;L' B R L' U F' R B' D' R2 U2 D F2 R2 F2 D' B2 L2 U' R2 B';2022-11-04 14:52:58;2.20
230;2.37;;D' L D L2 U' R2 D' F2 U R2 U B R B2 U B D R2 B';2022-11-04 14:53:01;2.37
231;2.28;;U2 R F2 U' L2 U2 B2 L2 D' L2 U F2 R D B' F' L R D U2;2022-11-04 14:53:08;2.28
232;2.43;;B2 R' B2 U2 L' D2 R' B2 D2 R D2 L2 U R D' U R' B' U F D;2022-11-04 14:53:11;2.43
233;2.04;;U L2 D B2 D' R2 U' F2 U' R2 D2 F' R' B U B2 R2 B' D R' U2;2022-11-04 14:53:19;2.04
234;2.56;;R' U' L F L' F2 L' B U D F2 D L2 D R2 L2 D2 B2 F D';2022-11-04 14:53:22;2.56
235;2.12;;L2 B2 U2 R2 F2 R' D2 B2 R B2 L2 U L' B' D B' U2 R2 B U L';2022-11-04 14:53:25;2.12
236;1.89;;F2 B' L' U' F' U2 R2 L' D L' U2 R F2 U2 L2 F2 U2 L F2 B2;2022-11-04 14:53:28;1.89
237;1.92;;R2 B2 L2 D' U2 B2 D' R2 D' L2 R2 F R2 U' B' R' F L D U';2022-11-04 14:53:34;1.92
238;2.14;;U2 L2 D2 R U2 R B2 L' U2 R' F2 U2 D F R' U' R' B U B2;2022-11-04 14:53:38;2.14
239;1.96;;F2 D R2 F' L B R' U L' D' L2 B2 D' F2 D' F2 U2 B2 R2 B2 F;2022-11-04 14:53:41;1.96
240;2.15;;D2 B R2 B' R2 U2 B' L2 F R2 B' L' B L D U' B2 R B';2022-11-04 14:53:44;2.15
241;2.34;;L2 B2 F2 R2 D' R2 U L2 R2 F2 L2 R' F U2 F' L2 U2 L' B F D';2022-11-04 14:53:47;2.34
242;2.08;;R' D2 U2 F' L2 B' L2 B U2 R2 U2 F D2 L' D R U B L' F R2;2022-11-04 14:53:50;2.08
243;2.24;;D' B L2 D R2 U R2 U2 R2 B2 D' R2 U2 L' U' B F R B2 L';2022-11-04 14:53:53;2.24
244;1.96;;R' B2 D' B R' B L U R2 B L2 B' R2 B' L2 D2 F' U2 D2 F;2022-11-04 14:53:57;1.96
245;2.02;;D2 F' L' B' U2 D' B U F R L2 D2 B2 L D2 B2 D2 R2;2022-11-04 14:54:00;2.02
246;2.02;;L2 B2 D F2 U2 R2 U' B2 D2 U' B2 R B' D L' D' L2 F' R2 D';2022-11-04 14:54:03;2.02
247;2.01;;B F2 U2 R2 U2 F' D2 R2 B R2 B F L' B F' L2 D' U L' F2;2022-11-04 14:54:06;2.01
248;1.89;;F2 R2 D2 B2 U R2 D L2 D' R2 L' F R' B2 U L2 D' F L R;2022-11-04 14:54:09;1.89
249;2.60;;B2 U F2 D2 F2 L2 F2 U B2 L2 U F L2 F' L' U' L' D F D;2022-11-04 14:54:11;2.60
250;2.18;;F' L2 B2 R2 U2 B' U2 L2 F' L2 B' L2 R' D' U2 L2 F L2 B2 F2 D;2022-11-04 14:54:16;2.18
251;3.43;;L2 F2 U2 B R2 B2 U2 L2 F' U2 L2 R F' L' U L D U' R';2022-11-04 14:54:19;3.43
252;2.21;;R' D2 R2 U' B2 D2 B2 F2 D R2 B2 F2 U2 F' R B R2 U F2 D' L2;2022-11-04 14:54:43;2.21
253;2.66;;D2 B' D2 B2 L2 B R2 F L2 U2 L2 B' U B2 L2 B U2 F L' D' R';2022-11-04 14:54:47;2.66
254;2.44;;U' F2 R B2 L' B2 U2 L F2 U2 L' D L' U R' U2 B F' L';2022-11-04 14:54:50;2.44
255;3.04;;D' R2 U2 L2 D2 F' L2 B F' L2 U' B' L' B' R' F2 L2 U';2022-11-04 14:54:53;3.04
256;2.12;;L' B U' L' F' U' F' U L B2 D2 R2 F2 U2 R F2 L' F2 R' F;2022-11-04 14:54:57;2.12
257;2.41;;F' B2 D' F2 D U2 F2 D2 F2 L2 B2 R D U F' L2 D' R2 D2;2022-11-04 14:55:01;2.41
258;2.56;;F2 L2 D' B2 U' F2 D U2 F2 L F' L2 D F' L' F2 R D' F';2022-11-04 14:55:04;2.56
259;2.08;;D2 F L2 F D2 B F2 D2 U2 R2 B2 L' U2 R D B2 F2 U2 R F;2022-11-04 14:55:07;2.08
260;1.98;;U2 F' U' D L F' D' F U' D B2 U R2 D R2 L2 U' L2 B2 R';2022-11-04 14:55:11;1.98
261;2.08;;F' L D2 F2 L' F2 L B2 L U2 R2 U2 B2 D B U B2 U' L' R;2022-11-04 14:55:14;2.08
262;2.21;;B L2 D F' R2 U R' B' L' D2 R2 U F2 U B2 D' F2 L2 B2 L2 D;2022-11-04 14:55:17;2.21
263;2.40;;U2 B' L2 B' D2 L2 F' L2 F2 D L' B U F2 L' R' B2 F R2;2022-11-04 14:55:20;2.40
264;2.56;;L' B' L2 D R2 U' L2 D' R2 B2 D2 U2 R2 U F D L D' B2 R2 F2;2022-11-04 14:55:23;2.56
265;2.53;;L2 F' U2 R' L' D2 R D' F2 R2 D2 B' U2 B' D2 B D2 L2 B2 L' B;2022-11-04 14:55:27;2.53
266;2.04;;D' L' F2 B' R U' F' B' R2 F2 B2 R2 D' F2 L2 F2 R2 U B2 D;2022-11-04 14:55:31;2.04
267;2.14;;D2 R' U R2 U R2 U R2 B2 L2 D' B2 D R2 F' R B D L R2 B2;2022-11-04 14:55:34;2.14
268;1.96;;R B' D' L2 F' L2 B U' L' B2 U' F2 U F2 U' R2 D' B2 D2 F2 D2;2022-11-04 14:55:37;1.96
269;1.85;;U' R2 U2 B2 U' F2 L2 U2 B2 F' D' B' L2 D2 F2 R F' U2;2022-11-04 14:55:42;1.85
270;1.96;;B' L D F' R2 F' R' B U' B2 R2 F2 U2 R2 D2 F R2 F2 B D2 L;2022-11-04 14:55:45;1.96
271;2.53;;D2 F2 D B2 R2 U2 F2 U B2 U' R2 U B' D' L U2 B2 L' F' L2 R';2022-11-04 14:55:48;2.53
272;2.44;;R2 F2 B2 R2 D' F' L F2 R2 U D L2 U2 R2 B2 L2 B';2022-11-04 14:55:51;2.44
273;2.08;;F2 R2 B U2 B2 L2 R2 B L2 F2 L2 U' R F2 D' U' B2 U' L2 R F;2022-11-04 14:55:55;2.08
274;2.75;;D2 U2 F' U2 R2 B F2 D2 F2 D2 L2 U F2 R F' D B2 R' D' F2 D';2022-11-04 14:55:58;2.75
275;2.50;;F2 U D' B' D' R U' L2 D R2 D2 R2 L' D2 B2 L2 D2 R' F2 R2;2022-11-04 14:56:02;2.50
276;2.05;;F' D L' F' D R2 L2 B D' B2 L2 D' F2 B2 U' F2 B2 U R2 D2;2022-11-04 14:56:06;2.05
277;1.92;;R D' R2 D2 F' U2 R2 F' L2 U2 F U2 B D L' F' R2 U2 L2 R B2;2022-11-04 14:56:09;1.92
278;2.04;;B2 L' F2 U2 L2 U2 F2 L' F2 L2 U' L' F' R2 B' L' B2 R2 D F;2022-11-04 14:56:12;2.04
279;1.95;;L2 D U B2 L2 D' R2 D' F2 D B2 L' B L2 U L2 F2 D2 U2;2022-11-04 14:56:15;1.95
280;2.40;;D2 F2 U2 B2 L U2 R2 F2 R' F2 R2 D F2 R' B R2 D F L2;2022-11-04 14:56:18;2.40
281;1.89;;D2 U L2 U' B2 D B2 U F2 U F U' L2 D' R2 F U L2;2022-11-04 14:56:21;1.89
282;2.08;;U B2 U' B2 D' L2 U' R2 U2 B2 U' L' D R' U2 B R U' L2 U';2022-11-04 14:56:24;2.08
283;2.50;;B U' R2 D2 B R2 B F2 U2 B2 U2 L2 F2 U' L' U2 B' L' R' B;2022-11-04 14:56:28;2.50
284;4.00;;U L2 B' L2 B2 L2 D2 F' R2 D2 F' U2 B' L' F' D B' F2 R' D2 U;2022-11-04 14:56:31;4.00
285;2.02;;U' F' R2 U2 F2 L2 F2 L2 U B2 D U2 R2 D' R F L B' D R' F2;2022-11-04 14:56:37;2.02
286;2.24;;B' L2 U2 F2 L2 F L2 F' R2 F U2 F2 U L D' B2 L' B U F U';2022-11-04 14:56:40;2.24
287;2.01;;B2 U2 R2 U F2 U' L2 U F2 L2 F2 L D U F R D2 L' F L' U2;2022-11-04 14:56:46;2.01
288;1.96;;F2 L F' U2 L2 U2 R2 B' D2 F U2 B' R2 D2 U B' R2 F2 U L F2;2022-11-04 14:56:51;1.96
289;2.17;;D U2 B' U2 B L2 F' D2 B2 D2 B D2 U2 L' U L' D2 F2 L' F' R';2022-11-04 14:56:54;2.17
290;2.01;;L' D2 R B R2 D' R' U' R F2 R2 B U2 L2 U2 L2 F U2;2022-11-04 14:56:57;2.01
291;2.34;;B' U2 F2 D' F' L D' L2 B' R2 F R2 F L2 F2 U2 F R2 B' R D';2022-11-04 14:57:02;2.34
292;2.72;;F2 U2 R' B2 L D2 L D2 L2 D2 F2 R2 U L2 B L D2 L R F2 U;2022-11-04 14:57:13;2.72
293;2.17;;R2 U L B2 U2 R' B2 D2 R2 U2 R U2 F2 R2 D' B2 F R' B' R' F';2022-11-04 14:57:17;2.17
294;2.63;;F2 R2 U' F2 D' L2 U2 L2 U2 B2 R' F L2 U' R D' L2 B' L;2022-11-04 14:57:20;2.63
295;2.05;;D2 L2 D2 U2 B' D2 F' D2 F2 D2 U2 R2 L' F' R' B D' L F2 U2;2022-11-04 14:57:23;2.05
296;2.02;;U2 B2 L2 D2 F2 U' L2 D L2 F2 D' B2 L' B L B' L2 R' U F' D;2022-11-04 14:57:26;2.02
297;1.92;;D' L' D' R2 D R2 D' L2 D L2 U L2 D L' F L2 D' F R2 F';2022-11-04 14:57:29;1.92
298;2.75;;F2 R' D2 R2 B2 R2 U2 B2 D F2 U R2 U' F' D R2 D2 B R U' L2;2022-11-04 14:57:32;2.75
299;2.31;;D R2 B R2 F L2 B' R2 B' F2 U2 L2 U B L R2 U2 B' D U;2022-11-04 14:57:36;2.31
300;2.34;;F2 R B2 R2 D R' D R F' U2 L2 F' R2 B2 U2 R2 B D2 R' L2;2022-11-04 14:57:39;2.34
301;2.08;;L' U' L2 D2 F2 R2 U R2 D' B2 U2 R' F' L U2 B F2 L' F U;2022-11-04 14:57:42;2.08
302;2.02;;F B2 L2 B2 D2 U' L2 D F2 D U' F U' R D' F' L D' B R2;2022-11-04 14:57:45;2.02
303;2.46;;D F D2 R' L2 B' L2 U' F' B2 R B2 R' U2 R2 U2 L' F2 D2;2022-11-04 14:57:49;2.46
304;2.08;;L' U' L D R L U' L2 F L U2 D2 R B2 D2 R F2 L2 U2 R';2022-11-04 14:57:53;2.08
305;2.40;;R B R U B2 L F L2 F U L2 D2 L2 D2 B2 U' F2 U R2 F2 L2;2022-11-04 14:57:57;2.40
306;2.88;;R' D' L2 B2 U F L F U2 F' R2 D2 B U2 L2 U2 F U2 F U L;2022-11-04 14:58:00;2.88
307;3.08;;U2 L2 B2 U2 F2 U2 L2 U2 B R2 B' D L' R D R2 F' L;2022-11-04 14:58:04;3.08
308;2.01;;U2 D2 F' L' D2 F' U' B2 L D2 R F2 R' B2 R2 U2 B2 L B U';2022-11-04 14:58:09;2.01
309;2.15;;B2 D' L B L U2 L R2 D F2 R2 U F2 D' R2 F2 U' F2 U L;2022-11-04 14:58:12;2.15
310;2.53;;F D R L' D' F D2 B R L F2 D2 F2 L' F2 R' B2 D2 R D;2022-11-04 14:58:15;2.53
311;2.37;;F L B2 U' F' L2 F R U L' F2 B2 L F2 B2 U2 F2 B2 L';2022-11-04 14:58:19;2.37
312;2.37;;B R' B' L2 B2 U L2 B2 U' L2 D2 R2 F2 D2 R' B R D' B D2 F;2022-11-04 14:58:24;2.37
313;2.05;;L' B U2 B R2 F D2 F U2 F R2 F D' B' L' B U B2 D2 F R';2022-11-04 14:58:28;2.05
314;2.05;;F2 U L' D2 R2 L' U2 B R' F2 U2 R2 U B2 D L2 D2 R2 U' R2;2022-11-04 14:58:31;2.05
315;2.05;;U' F2 R' D' B2 U L2 D' F2 D' B2 U' L2 U2 R' D B' D2 F' U B;2022-11-04 14:58:34;2.05
316;2.14;;L F' B' R2 D' B2 U2 R' U B' D2 R2 D2 B2 U2 L2 B2 L2 F D2;2022-11-04 14:58:37;2.14
317;2.95;;D2 L2 F L2 F' R2 D2 F R2 F' L2 B' D U B' L R2 F' L2 F2 L';2022-11-04 14:58:40;2.95
318;2.37;;L D B' D2 B' L2 U2 F' D2 F2 L2 R2 F' R U2 F' U2 B R F2;2022-11-04 14:58:44;2.37
319;2.02;;L U' L B' L' U2 F' R2 D2 B2 D B2 R2 L2 U F2 R2 U2 R' U';2022-11-04 14:58:47;2.02
320;1.89;;D' B' R2 U' R2 U R2 U R2 D2 B2 D' R2 F' L' R' B' F R F2 L2;2022-11-04 14:58:50;1.89
321;1.98;;B2 U2 L2 F2 L2 B2 U F2 D B2 U2 L2 F L2 U' B2 L' F2 D' L' B';2022-11-04 14:58:53;1.98
322;2.40;;F L U F U' F' R' D' B2 U' F2 B2 R2 D B2 L2 B2 D2 L2;2022-11-04 14:58:56;2.40
323;2.21;;B2 R' B2 L' D2 L2 F2 U2 R F2 U' B R2 U2 F' R' U2 R' U';2022-11-04 14:59:00;2.21
324;2.24;;F2 L' B R U' L' D' B2 U' R2 U2 F2 B L2 D2 B D2 F2 R2 D2 L2;2022-11-04 14:59:03;2.24
325;2.40;;L2 U' L2 F2 D' F2 U' B2 R2 U2 F2 R2 F D' U B' F D' L D' U';2022-11-04 14:59:06;2.40
326;2.95;;F L' B2 R' F2 R' F2 R2 U2 B2 R' U2 R2 F L' R' B D F' D2 F2;2022-11-04 14:59:10;2.95
327;1.92;;U' R2 F2 U2 R F' U R U R D2 F2 R' D2 L' U2 L D2 L B2;2022-11-04 14:59:17;1.92
328;1.96;;B2 D U B2 R2 D2 R2 F2 U' B2 R2 B D2 R' D L F2 R' F D R;2022-11-04 14:59:21;1.96
329;2.18;;R' B' F2 D2 R2 U L2 B2 D2 F2 D R' B' D R2 B' D U2 B;2022-11-04 14:59:24;2.18
330;1.95;;D' R' F' U L D L D2 F2 R2 F U2 B D2 L2 F' R2 U2 F' L U2;2022-11-04 14:59:27;1.95
331;2.33;;F R' B' L2 B U2 B L2 U2 B L2 U2 F2 U2 L D2 R' D F' U' B;2022-11-04 14:59:30;2.33
332;2.78;;B2 U2 B' L2 U2 R2 U2 F' R2 U2 B2 U2 R D' L D2 B' F' D' F2;2022-11-04 14:59:43;2.78
333;1.98;;F2 D R2 D R2 B2 U2 R2 U L2 R2 B2 R' F2 D2 F' L2 B2 L D' R2;2022-11-04 14:59:47;1.98
334;2.31;;R' F' D L2 U L' U2 R' D L2 F' D2 B' D2 F' D2 B' R2 F2 L2 U2;2022-11-04 14:59:50;2.31
335;1.92;;D' B2 L2 B2 D L2 U' F2 U B2 D' L2 R U2 B L R' B' L B2 R;2022-11-04 14:59:53;1.92
336;2.17;;R' F U2 D' F2 R' D R2 B2 R2 B2 R B2 L2 F2 L' F2 R B2 D;2022-11-04 14:59:56;2.17
337;1.88;;B' L2 F2 R2 B2 U' L2 D F2 U B2 L2 D2 L' R' F' L' D' B' D U;2022-11-04 14:59:59;1.88
338;1.99;;R' U' F2 L2 D2 F2 D R2 B2 D B2 D2 B' R D' B R2 U2 B L;2022-11-04 15:00:03;1.99
339;2.24;;U2 R2 B2 U2 L2 U B2 F2 L2 U F' R' D L2 F' R' D2 B2 D2 U;2022-11-04 15:00:06;2.24
340;2.82;;U R2 D' B2 R2 D' R2 D R2 B' R' B U' F R D2 L R';2022-11-04 15:00:09;2.82
341;2.20;;U2 F2 L U D2 R2 U' F R2 U2 F2 R B2 L F2 L' U2 F2 D;2022-11-04 15:00:13;2.20
342;1.92;;R' F D2 F' D' L' B R2 L U2 F2 R2 U2 R' F2 R2 U2 F2 D2;2022-11-04 15:00:16;1.92
343;2.24;;F' U2 B' R2 B D2 R2 B' F2 R2 F D' B' D' F2 U B R B2 L';2022-11-04 15:00:19;2.24
344;2.05;;D' R D2 F D2 L2 D2 B2 U2 F U2 B' D2 F' D' L' F2 U' R B' D';2022-11-04 15:00:28;2.05
345;2.47;;L2 B2 D' R2 F2 D' L2 D2 R2 D2 R2 B2 F' D' L U2 B2 D' L' R' U';2022-11-04 15:00:37;2.47
346;2.05;;D' R B' R F' U L2 F2 R B L2 B' U2 F2 B' D2 L2 F' D2;2022-11-04 15:00:47;2.05
347;1.96;;L2 R2 B D2 B R2 F' D2 B F' L D' R2 B' F' D' U2 B' F2 R';2022-11-04 15:00:51;1.96
348;1.96;;R2 F2 L2 F2 R' U' F U2 R B2 R' U2 R U2 F2 R D2 R U;2022-11-04 15:00:54;1.96
349;1.95;;D2 U2 F U2 B' F2 R2 F L2 R2 U2 D' L U B' R' F' L R2 D R;2022-11-04 15:00:57;1.95
350;2.12;;D' B2 U' R2 B2 D2 R2 F2 U' R2 B D2 L2 F' L' R B' L' R2 D;2022-11-04 15:01:00;2.12
351;1.98;;U F2 R2 B2 F' R2 B D2 R2 D2 F2 R2 L U B' L' B R F2 U;2022-11-04 15:01:05;1.98
352;2.85;;U2 R F B2 U F2 R2 F2 D B2 D2 L2 U2 L R F U' F' L2;2022-11-04 15:01:08;2.85
353;2.85;;F' D2 R F2 L B' L D' F2 R2 F2 D F2 U2 R2 F2 U B2 D' F;2022-11-04 15:01:12;2.85
354;2.12;;B U2 L2 D2 B2 L2 F2 R2 U B2 U2 L U2 F D R B2 D2 L2;2022-11-04 15:01:16;2.12
355;1.96;;F2 D B U R' F2 B U R L2 D2 F2 D' F2 B2 R2 D' L2 D';2022-11-04 15:01:24;1.96
356;2.15;;D B2 U2 L2 U B2 U' B2 D' L2 U B' F' U R' F' U' R2 U2 B2;2022-11-04 15:01:32;2.15
357;1.96;;L2 F2 R2 U' F2 D R2 D L2 B2 F R' B2 R' D' F2 R2 F' L';2022-11-04 15:01:36;1.96
358;2.37;;F2 D2 L2 D' R2 U' R2 F2 U R2 F' D L' R2 F' R' F' R2 U;2022-11-04 15:01:39;2.37
359;1.95;;B' D B U2 F2 D R2 B2 U' R2 B2 U B2 D F' L D L R2 B2 L;2022-11-04 15:01:42;1.95
360;1.86;;B R' B2 U L' U' F U F2 B2 L2 U R2 U D2 R2 F2 U2 L' F';2022-11-04 15:01:45;1.86
361;2.47;;L2 D' R2 F2 D' L2 R2 F2 U B2 U2 L' F' L R' B' R2 D' U' F' L2;2022-11-04 15:02:10;2.47
362;1.92;;B' L D2 L2 B2 U' L2 B2 F2 D' B2 D' L2 B2 R' D2 R2 B' U' L B2;2022-11-04 15:02:15;1.92
363;2.05;;L U' D2 F R2 D' F' L' D2 F' R2 B' L2 B' L2 F L2 B' R2 F R';2022-11-04 15:02:17;2.05
364;2.08;;D2 R' B2 F U L2 F2 L2 U2 R2 U' F2 U B' R2 D R' B F D;2022-11-04 15:02:21;2.08
365;2.27;;L U2 L2 D2 L U2 F2 R' B' D' L2 F' R D R F2 L';2022-11-04 15:02:24;2.27
366;1.98;;R' L2 D2 L' D B2 U F R F' R2 F2 B' D2 R2 L2 B2 R2 U2;2022-11-04 15:02:28;1.98
367;1.99;;U D' F' L U' R' D' B' R U2 L F2 U2 R F2 L' D2 R' B2 R' B';2022-11-04 15:02:31;1.99
368;1.99;;F L U2 B2 L' U2 B2 R2 D2 B2 F2 L U2 D' R U2 L2 B2 U' F U;2022-11-04 15:02:34;1.99
369;1.86;;R B2 R2 D2 L U2 F2 L2 F2 L' U2 B' D F2 U2 B U' R' U' L;2022-11-04 15:02:37;1.86
370;2.33;;F2 U' R2 D' R2 F2 U F2 U F' L' D' U2 L2 U2 F2 D' B F';2022-11-04 15:02:40;2.33
371;2.02;;R' U D' F L' F U2 R D B2 D2 B U2 L2 B R2 B' L2 B2 L2 U2;2022-11-04 15:02:43;2.02
372;2.53;;B2 R2 D' B2 U R2 F2 R2 D U' F2 L' F L D2 U' F U' L D2 R2;2022-11-04 15:02:46;2.53
373;1.92;;L' D' F2 U2 R2 B2 D2 R2 U' F2 L2 U' F U R D U R2 D2 L';2022-11-04 15:02:50;1.92
374;1.92;;U' F U2 L F B D R' F U2 L2 U2 D2 F2 U2 R2 F' U2 R2 B2;2022-11-04 15:02:53;1.92
375;1.92;;U F2 D2 F' D2 F' D2 F' L2 D2 R' D' L2 B2 U' F2 D2 U2;2022-11-04 15:02:56;1.92
376;2.37;;U' L2 U' R2 D B2 R2 F2 U' L2 D L' F U2 R2 U' B' F2 D' F2;2022-11-04 15:02:59;2.37
377;1.92;;L2 R2 D' F2 D' U' B2 F2 L2 U R' B2 F2 L D B' R D2;2022-11-04 15:03:05;1.92
378;2.37;;B L2 R2 B' D2 B2 D2 B' R2 B' R2 D' L R2 B' D' B R' U' F D';2022-11-04 15:03:08;2.37
379;2.76;;F2 L' U' D' R' U B U R2 D F2 L2 U2 R2 F2 D B2 U' B2 F' U;2022-11-04 15:03:12;2.76
380;2.14;;B' R L2 U2 F2 D' L2 D' F2 R2 U2 R2 D' R F L2 R U B L F;2022-11-04 15:03:15;2.14
381;2.11;;U2 B D F B2 U' B' F2 R' F2 L B2 D2 L2 F2 L F2 R' D2 U;2022-11-04 15:03:18;2.11
382;4.00;;L D' F2 L2 F2 D' U R2 U B2 R2 U F' D' R B' U' B2 U' B2;2022-11-04 15:03:22;4.00
383;1.79;;D L2 F U B' U L' U2 F D2 F U2 L2 F' R2 B L2 F2 U' B';2022-11-04 15:03:27;1.79
384;2.05;;R2 F U R2 F2 U' B2 D B2 L2 F2 U2 L2 R' D B' U' L R' U2 F;2022-11-04 15:03:30;2.05
385;2.27;;B2 L' B2 R U2 B2 R B2 U2 L' B2 D' B U' F' D' R2 U2 F L;2022-11-04 15:03:33;2.27
386;2.21;;B R B2 R2 U' R2 B2 U' L2 U2 L2 R2 D' B' U R' U' F R D';2022-11-04 15:03:36;2.21
387;2.43;;U B2 L2 B2 U' F2 R2 U' B2 D2 R2 F U R B L2 D2 L F L' F2;2022-11-04 15:03:40;2.43
388;1.92;;L2 F' D2 U' F2 R2 U B2 L2 U B2 D2 F2 L' U R' B D U2 R' F;2022-11-04 15:03:43;1.92
389;2.34;;L R2 F L2 F' U2 B L2 B L2 R2 F2 U2 D R2 F2 L F U' L2 U;2022-11-04 15:03:46;2.34
390;2.02;;B' U' B2 L' F' B2 R F2 B2 R2 F2 R2 U R2 U2 D' F2 R2 U F;2022-11-04 15:03:58;2.02
391;2.40;;L2 D2 B2 U R2 U' R2 U2 R2 U B' D2 R D2 B2 R2 F D L2 R;2022-11-04 15:04:01;2.40
392;2.95;;L2 U B2 F2 D B2 U2 F2 L2 B2 D F R' U B2 U2 F' R2 B L2;2022-11-04 15:04:08;2.95
393;2.15;;F2 D2 L2 R2 U' B2 U F2 U' L2 B2 D' L' B R' F2 D2 U2 F R D;2022-11-04 15:04:12;2.15
394;2.14;;U L' B' D' F U D2 R2 U2 F2 L D2 B2 L2 F2 L D2 F' D2;2022-11-04 15:04:15;2.14
395;2.59;;B2 R2 D L2 U' R2 U L2 D' L2 U2 B' R U' L B2 U B' F' U L';2022-11-04 15:04:19;2.59
396;1.92;;R L2 B2 D' B U2 L2 B' L R2 D2 F' R2 D2 B U2 F L2 F';2022-11-04 15:04:22;1.92
397;1.89;;D2 B L F2 U D' F D L U2 F2 L2 B2 U' L2 D2 B2 D' F2 L2 D;2022-11-04 15:04:25;1.89
398;2.47;;B' L2 F2 D2 U' F2 L2 U' F2 L2 R2 U' F U' L F' D2 B R U;2022-11-04 15:04:28;2.47
399;1.82;;R' L2 B2 D F2 U F2 R2 B2 D2 F2 D U2 F' U B' R' F' L R2 D2;2022-11-04 15:04:32;1.82
400;1.95;;F' B2 D' L2 U2 B2 F2 U' B2 D B2 L2 D' R' B2 D F L' U B;2022-11-04 15:04:34;1.95
401;1.83;;B2 R2 B' U2 B' L2 F U2 F' D2 U2 B2 U F' L F R' B2 R2 B' F2;2022-11-04 15:04:37;1.83
402;2.02;;D R2 U R2 F L2 U B U2 R U2 B2 L2 U2 B2 L' U2 L D2 F';2022-11-04 15:04:40;2.02
403;2.14;;R' U2 B2 R U2 R' D2 L F2 R2 F' L' D' U2 B2 D B D L;2022-11-04 15:04:43;2.14
